name,price,rating,image_url,source
"HP 2023 Chromebook Laptop, 14 Inch Display, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, Intel UHD Graphics 600, WiFi, Bluetooth, Chrome OS, Modern Gray",143.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/51PsNbMd-CL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat Intel i7-1065G7), 16GB RAM, 512GB SSD, HDMI, RJ45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",450.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71dryUdTUdL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"HP 17.3 inch Laptop, FHD Display, AMD Ryzen 5 7520U, 16 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Home, 17-cp2099nr (2024)",405.00,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71hj6O0vZAL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"HP Victus 15.6 i5 Gaming Laptop, 15.6"" FHD 1920*1080 144Hz, Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD, Backlit KB, Touchpad, SD Card Reader, Webcam, HDMI, Wi-Fi 6, W11 H, Blue",604.94,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-51H9",739.99,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71F-Wcriq4L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"Lenovo IdeaPad 3i Chromebook, 15.6” FHD Display, Intel Celeron N4500, 8GB RAM, 64GB eMMC, 1920x1080 px, 720p Camera, Chrome OS, Abyss Blue",159.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71bwzCMcQvL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"Lenovo V-Series V15 Business Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U, 40GB RAM, 2TB SSD, Numeric Keypad, HDMI, RJ45, Webcam, Wi-Fi, Windows 11 Pro, Black",598.49,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71TN6dLVcsL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"NIMO 15.6 FHD-Laptop, 8 cores Intel i5-12450H 32GB RAM 1TB SSD (Beat AMD R5 5500U,up to 4.4 GHz) 100W Type C IPS Business Laptop-Computer with Backlit Keyboard Fingerprint WiFi6 Win 11",Price not available,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71y9KwiaEhL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"ASUS Vivobook Business 17.3” FHD IPS Laptop, Intel Core i3-1215U, 40GB RAM, 1TB SSD, Type-C, HDMI, Webcam, Bluetooth, Wi-Fi 6, Win 11 Pro, Blue, Bundle with Thunderobot ML101 Purple Wireless Mouse",458.14,4.3 out of 5 stars,https://m.media-amazon.com/images/I/614hWNzylGL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
"Sponsored Ad - Like-New Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, (2021 release), Black",Price not available,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61uE03cRsyS._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
Sponsored Ad - Your Mandala: Notebook Da Colorare (Italian Edition),6.99,No rating,https://m.media-amazon.com/images/I/61WN7P4X47L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=1
Sponsored Ad - Your Mandala: Notebook Da Colorare (Italian Edition),6.99,No rating,https://m.media-amazon.com/images/I/61WN7P4X47L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"ASUS L410 MA-DB02 Ultra Thin Laptop, 14” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black",133.11,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71LXYdhtD3L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 32GB RAM, 2TB SSD, Webcam, HDMI, Backlit Keyboard, Wi-Fi, Windows 11 Home, Silver",628.97,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71MUhny6I0L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"HP 15.6"" Laptop, Intel Core i5-1135G7 Processor, Intel Iris Xe Graphics, 15.6"" FHD Anti-Glare Display, Online Meeting Ready, HDMI, Wi-Fi and Bluetooth, Windows 11 Home(16GB RAM | 1TB SSD)",284.00,4.1 out of 5 stars,https://m.media-amazon.com/images/I/617BBlaprcL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
HP Victus 15 Gaming Laptop 15.6” FHD IPS Anti-Glare 144Hz Intel 8-core i5-12450H (Beat i7-11800H) 16GB RAM 512GB SSD GeForce RTX 3050 Backlit B&O Fast Charging Win11 w/ICP Accessory,575.00,4.5 out of 5 stars,https://m.media-amazon.com/images/I/81UgMATXWBL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"acer Aspire 5 15.6"" Laptop i5-12450H 12GB RAM 512 GB PCIe SSD Windows 11 Home A515-57-5186",369.98,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61WILml6obL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Acer Chromebook 315 Laptop | Intel Celeron N4500 | 15.6"" Full HD IPS Display | Intel UHD Graphics | 4GB LPDDR4X | 64GB eMMC | Intel Wi-Fi 6 | DTS Audio | USB Type-C | Chrome OS | CB315-4H-C8XU,Silver",Price not available,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71Y8BBXth9L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Acer Aspire Go 15 Slim Laptop | 15.6"" Full HD IPS 1080P Display | Intel Core i3-N305| Intel UHD Graphics | 8GB LPDDR5 | 128GB HD | Wi-Fi 6 | AI PC | Windows 11 Home in S Mode | AG15-31P-3947",Price not available,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71wKJVtV-+L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Dell Inspiron 3530 Laptop - 15.6-inch FHD 120Hz Display, Intel Core i5-1334U Processor, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, Migrate Services - Platinum Silver (Aluminum)",Price not available,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71xXnuKlO8L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Lenovo V15 Gen 4 (15.6"" FHD Anti-Glare, 13th Intel Core i5-13420H (Beat i7-1255U), 40GB RAM, 1TB SSD) for Business, Home, Military Grade, Ethernet, IST Hub, Win 11 Pro w/AI Copilot, Black",599.98,4.0 out of 5 stars,https://m.media-amazon.com/images/I/81WfalExVbL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Lenovo ThinkPad E14 Gen 5 Business Laptop, 14"" FHD+ Display, AMD Ryzen 7 7730U (Beat i7-1255U), 16GB RAM, 512GB SSD, FP Reader, Backlit Keyboard, HDMI, RJ45, Wi-Fi 6, Windows 11 Pro, Black",519.97,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71sxwp5iwjL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Dell Inspiron 16 Plus 7640 Laptop - 16.0-inch 16:10 2.5K Display, Intel Core i7-13620H Processor, 16GB LPDDR5 RAM, 1TB SSD, Intel UHD Graphics, Windows 11 Home, Onsite & Migrate Service - Ice Blue",Price not available,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71BdtphJWPL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Dell Inspiron 5645 Laptop - 16.0 16:10 FHD+ (1920 x 1200) Display, AMD Ryzen 7-8840U, 16GB DDR5 RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, Onsite & Migrate Services - Midnight Blue",Price not available,4.1 out of 5 stars,https://m.media-amazon.com/images/I/818WO3r8jhL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",140.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71tXLOE7wIL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"HP Portable Laptop, Student and Business, 14"" HD Display, Intel Quad-Core N4120, 16GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, Webcam, RJ-45, HDMI, Wi-Fi, Windows 11 Home, Silver",180.00,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61IpRGnny7L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Lenovo 2024 IdeaPad 1 Gen 7 Laptop, 15.6"" FHD Touchscreen, Intel Core i3-1215U, 16GB RAM, 1TB SSD, SD Card Reader, HDMI, Webcam, Wi-Fi 6, Windows 11 Home, Grey",289.69,4.3 out of 5 stars,https://m.media-amazon.com/images/I/618D46krKZL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"ASUS Chromebook CM14 Laptop, 14"" HD Anti-Glare Display (1366x768), MediaTek Kompanio 520, 4GB RAM, 64GB eMMC, ChromeOS, Gray, CM1402CM2A-DS44, Gravity Grey",135.83,4.2 out of 5 stars,https://m.media-amazon.com/images/I/616aCuRtnpL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=2
"Dell 2023 Inspiron 15 Business Laptop, 15.6"" 1920x1080 FHD, 12th Gen Intel i5-1235U 4.4 GHz,16G RAM, 512G SSD, Win 11 Pro, Webcam, Bluetooth, Carbon Black",349.99,4.6 out of 5 stars,https://m.media-amazon.com/images/I/51cSRFl4eIL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Gold",250.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61QuxlKVZbL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"HP 2025 Premium Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1355U, 32GB RAM, 1TB PCIe SSD, Webcam, FP Reader, Backlit Keyboard, Wi-Fi 6, Windows 11 Home",615.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61m1rzMMu1L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"Dell Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, 11th Gen Intel Quad-Core i5-1135G7, 16GB RAM, 1TB PCIe SSD, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",330.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71gbrvRJI-L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"HP 2023 15'' HD IPS Laptop, Windows 11, Intel Pentium 4-Core Processor Up to 2.70GHz, 8GB RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi, Dale Red (Renewed)",189.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/712VAsKBk-L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"ASUS ROG Strix G16 Gaming Laptop, 16” Nebula Display 16:10 QHD 240Hz, GeForce RTX 4060, Intel® Core™ i9-14900HX, 16GB DDR5-5600, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JVR-ES94",Price not available,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71kOH3in8TL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"ASUS Chromebook CX1, 14"" FHD, Intel® Celeron N4500 Processor, 64GB Storage, 4GB RAM, ChromeOS, Transparent Silver, CX1400CKA-AS44F",112.99,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71oYSGF0gVS._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"HP Victus 15.6"" Full HD 144Hz Gaming Laptop, Intel Core i5-12450H,32GB RAM,1TB PCIe SSD, NVIDIA GeForce RTX 3050, Wi-Fi 6, Backlit Keyboard,Windows 11 Pro, Performance Blue",599.20,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71cZs6fmSfL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"HP Envy 2-in-1 Laptop, 14"" FHD Touchscreen Display, Intel Core 7-150U (10-Cores Beats i7-1355U), 16GB RAM, 512GB PCIe SSD, WiFi 6E, Backlit KB, FP Reader, Webcam, USB-C, HDMI, PDG HDMI, Win 11 Pro",708.49,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61P00TcqDOL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"ASUS TUF Gaming A17 (2023) Gaming Laptop, 17.3” FHD 144Hz Display, GeForce RTX 4060, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11, FA707NV-ES74",Price not available,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61JHBCsTZxL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"HP 15.6"" Full HD Touchscreen Laptop, 16GB RAM, 1TB SSD Storage, Intel Core i7-1255U Processor up to 4.7GHz, Long Battery Life, HD Camera, HDMI, Windows 11, Natural Silver, W/GaLiMu",399.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71-b9MVoM7L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"HP Chromebook 14 Laptop, Intel Celeron N4000 Processor, 4 GB RAM, 32 GB eMMC, 14” HD Display, Chrome, Lightweight Computer with Webcam and Dual Mics, Home, School, Music, Movies (14a-na0021nr, 2021)",139.65,4.4 out of 5 stars,https://m.media-amazon.com/images/I/81b6IIclRfS._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"DELL 13th Generation Business Inspiron 15 3530 Laptop, 15.6"" FHD Touchscreen, Intel Core i7-1355U, 32GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Pro, Black",552.00,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61XxMkA7EAL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
Acer 11.6 HD 1366x768 4GB 32GB,Price not available,4.3 out of 5 stars,https://m.media-amazon.com/images/I/6114zmpXpRL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"Dell Latitude 3550 15 Laptop, 15.6"" FHD Computer, Intel 12-Core Ultra 7 155U (Beat i7-1355U), 32GB DDR5 RAM, 1TB PCIe SSD, WiFi 6, USB 4, HDMI, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro",Price not available,4.8 out of 5 stars,https://m.media-amazon.com/images/I/81l0vIoTsyL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"Dell 2023 Inspiron 15 3525 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Processor up to 4GHz, 8GB RAM, 512GB SSD, AMD Radeon Graphics, Wi-Fi, Bluetooth, Windows 11 Home",330.00,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61KPrzQ14GL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"Sponsored Ad - The Ultimate Book of Random Fun Facts: Over 1000 Interesting Facts And Trivia Quizzes About History, Science, Sports, Animals, Space and Anything In Between!",12.72,4.7 out of 5 stars,https://m.media-amazon.com/images/I/712w4YkkANL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=3
"ASUS Business Vivobook S 16 Flip 2-in-1 Laptop, 16"" WUXGA Touchscreen, Intel Core i9-13900H, 32GB SSD, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Pro, Midnight Black",880.04,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71FxqrwfuwL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"HP 15 Notebook, 15.6"" HD Screen Laptop, Intel Core i3-1115G4, 32GB DDR4 RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Natural Silver",309.94,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71on4mHJNxL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Lenovo ThinkBook 15 Gen 4 Business Laptop (15.6"" FHD, 12th Gen Intel 10-Core i7-1255U, 16GB RAM, 512GB SSD), 1080p Webcam, Fingerprint, IST SD Card, Wi-Fi 6, Ethernet, Win 11 Pro, Grey",549.99,4.4 out of 5 stars,https://m.media-amazon.com/images/I/716gH+KWvuL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"HP ProBook 445 G9 Business Laptop (14"" FHD Touchscreen, AMD Ryzen 7 5825U, 32GB RAM, 1TB SSD, 8-Core (Beats i7-1165G7)) Fingerprint, Webcam, Ethernet, Wolf Pro Security, Win 11 Pro, Silver",649.98,4.0 out of 5 stars,https://m.media-amazon.com/images/I/81+lYEG8PEL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"ASUS Vivobook S 14 AI Powered Laptop 14.0"" OLED WUXGA Display (Intel Ultra 5-226v, 16GB LPDDR5X, 512GB SSD, AI Copilot, Backlit KB, 2 Thunderbolt 4, WiFi 7, Win 11 Home) w/DKZ USB Port Expander",599.49,No rating,https://m.media-amazon.com/images/I/618CsntO5hL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Lenovo ThinkPad E14 Gen 6 Business Laptop, 14"" FHD+ Display, AMD Ryzen 5 7535U, 32GB DDR5 RAM, 1TB SSD, Fingerprint, Backlit, Wi-Fi 6, Windows 11 Pro, Bundle with Targus USB-C 100W Docking Station",999.00,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61efVxpfi-L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"HP Victus 15.6"" Full HD 144Hz Gaming Laptop, Intel Core i5-12450H, NVIDIA GeForce RTX 3050,16GB RAM, 512GB PCIe SSD, Wi-Fi 6, Backlit Keyboard,Windows 11 Pro, Performance Blue",609.00,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71cZs6fmSfL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"HP 14"" HD (1366 x 768) Display Laptop, Intel Celeron N4120, 1.1GHz, 4GB Memory, 128GB eMMC, Windows 11 Home in S Mode, One Year Office 365 Included, Natural Silver, 14-dq0760dx",99.00,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61W091Y7DdL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Lenovo ThinkPad T14 Gen 5 AI Business Laptop 14.0"" IPS FHD+ (Intel Core Ultra 7 155U(>i7-13700H), 32GB DDR5, 1TB SSD, Copilot, Backlit KB, Fingerprint, 2 Thunderbolt 4, 5MP Webcam, DKZ Hub, Win11P)",Price not available,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61ZIllpxovL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Dell Inspiron 3520 15.6"" FHD Laptop, Intel Core i7-1255U Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, SD-Card Slot, Wi-Fi 6, Windows 11 Home, Black",569.49,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71dKF4pc-6L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Dell Latitude 3550 Laptop Computer for Business and Work, 13th Gen Intel 10-Core i5-1335U (Beat i7-1255U), 32GB DDR5 RAM, 1TB PCIe SSD, 15.6"" FHD, WiFi 6E, Bluetooth 5.3, USB4 Type-C, Windows 11 Pro",668.99,4.6 out of 5 stars,https://m.media-amazon.com/images/I/81RuYfizHuL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Lenovo 2022 Ideapad 3 Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 256GB PCIe NVMe SSD, HDMI, Webcam, Wi-Fi 5, Bluetooth, Windows 11 Home, Platinum Grey",289.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/81M05PyYgYL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Lenovo V15 Gen 4 Business Laptop, 15.6"" FHD Display, Intel Core i5-13420H (Beat i7-1355U), 16GB RAM, 512GB SSD, HDMI, RJ45, Webcam, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",500.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71N9tTF6pML._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"Microsoft Surface Laptop 6 13.5"" Touchscreen Notebook - Intel Core Ultra 7 165H - 32 GB - 512 GB SSD - English Keyboard - Black",2035.62,No rating,https://m.media-amazon.com/images/I/51l1Dvj-5fL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"ASUS 15.6” Vivobook Go Slim Laptop, Intel Dual Core N4500, 4GB RAM, 128GB SSD, Windows 11, Star Black, L510KA-ES04",209.88,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61KZBt8QeGL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"MSI GF63 Thin Gaming Laptop, 15.6"" FHD 144Hz, Intel i5-11400H, RTX 3050, 16GB RAM, 512GB NVMe SSD, Windows 11, Aluminum Black",620.00,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71D3-jcU0dL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=4
"2023 Dell G15 15.6"" 120Hz FHD Gaming Laptop 14-Core Intel i7-12700H 32GB DDR5 1TB NVMe SSD NVIDIA GeForce RTX 3060 6GB GDDR6 Thunderbolt4 HDMI2.1 WIFI AX RJ-45 Backlit KB Spector Green Windows 11 Home",Price not available,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71QV+uzOjQL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=5
"ASUS ExpertBook P5 Copilot+ PC AI Laptop, Intel® Core™ 7 Processor 258V, 32GB RAM, 1TB SSD, WiFi 6E, Windows 11 Home, Misty Grey, P5405CSA-DH76",Price not available,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71E5NF8qCRL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=5
"Dell Latitude 5450 Laptop 14"" FHD, Intel Core i5-1345U, 32GB RAM, 1TB NVMe SSD, Webcam, AX Wi-Fi, Bluetooth, Backlit Keyboard,Sim Slot, HDMI, USB C- Display Port, Windows 11 Pro, Notebook, Grey",875.11,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61aLIqTx2EL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=5
"acer Aspire 3 Laptop | 15.6"" Full HD Display | AMD Ryzen 7 5700U Processor | AMD Radeon Graphics | 16GB RAM | 512GB SSD | Wi-Fi 6 | Windows 11 Home | DealExpress Accessories",345.97,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61gtA51qlDL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=5
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",299.99,4.4 out of 5 stars,https://m.media-amazon.com/images/I/81fstJkUlaL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&page=5
